"Weird Al" Yankovic
Remak Ramsay
Remy Auberjonois
Remy Le Boeuf
Rene Gube
Reno Wilson
René Auberjonois
René Ifrah
Reuben Langdon
Rip Taylor
Rip Torn
Ritesh Rajan
Road Dogg
Rob Adams
Rob Brown
Rob Corddry
Rob Estes
Rob Evans
Rob Garrison
Rob Huebel
Rob Kerkovich
Rob Lowe
Rob Mayes
Rob McElhenney
Rob Moran
Rob Morgan
Rob Morrow
Rob Niter
Rob Paulsen
Rob Pinkston
Rob Reiner
Rob Riggle
Rob Schneider
Rob Van Dam
Rob Zabrecky
Rob Zombie
Robb Derringer
Robbie Daymond
Robbie Jones
Robbie Rist
Robbie Tucker
Robby Benson
Robert A. Masciantonio
Robert Adamson
Robert Axelrod
Robert Baker
Robert Bauer
Robert Belgrade
Robert Belushi
Robert Buckley
Robert Capron
Robert Carradine
Robert Clohessy
Robert Conrad
Robert Culp
Robert Davi
Robert De Niro
Robert Desiderio
Robert DoQui
Robert Downey Jr.
Robert Downey Sr.
Robert Duncan McNeill
Robert Duvall
Robert Easton
Robert Englund
Robert F. Chew
Robert F. Colesberry
Robert F. Lyons
Robert Forster
Robert Foxworth
Robert Funaro
Robert Gant
Robert Glaudini
Robert Gossett
Robert Goulet
Robert Guillaume
Robert Harriell
Robert Hays
Robert Hoffman
Robert Hogan
Robert Hooks
Robert Iler
Robert John Burke
Robert Kelly
Robert Klein
Robert Knepper
Robert Loggia
Robert LuPone
Robert MacNaughton
Robert Machray
Robert Mailhouse
Robert Mandan
Robert McCollum
Robert Michael Morris
Robert Miranda
Robert Morse
Robert Mukes
Robert Newman
Robert O'Gorman
Robert Osborne
Robert Patrick
Robert Pine
Robert Prosky
Robert Redford
Robert Rusler
Robert Sampson
Robert Schwartzman
Robert Sean Leonard
Robert Smigel
Robert Stack
Robert Stanton
Robert Torti
Robert Towers
Robert Urich
Robert Vaughn
Robert Viharo
Robert Wagner
Robert Wahlberg
Robert Walden
Robert Wisdom
Robert Z'Dar
Robin Lord Taylor
Robin Thomas
Robin Williams
Rockmond Dunbar
X1
Xander Berkeley
Xander Mobus
Xavier Lamar Truesdell
Xavier Samuel
Xolo Maridueña
Y'lan Noel
Yahya Abdul-Mateen II
Noah Bean
Noah Centineo
Noah Emmerich
Noah Fleiss
Noah Gray-Cabey
Noah Lomax
Noah Munck
Noah Ringer
Noah Rothman
Noah Schnacky
Noah Schnapp
Noah Wyle
Noel Blanc
Noel Gugliemi
Noel MacNeal
Nolan Gould
Nolan North
Nolan Sotillo
Norbert Leo Butz
Nore Davis
Norm Lewis
Norman Lloyd
Norman Reedus
Oakes Fegley
Obba Babatundé
Obi Ndefo
Ogie Banks
Powers Boothe
Preston Bailey
Preston Strother
Rex Lee
Rex Linn
Reynaldo Rey
Rhenzy Feliz
Rib Hillis
Ric Drasin
Ric Mancini
Ricardo Antonio Chavira
Ricardo Hurtado
Ricardo Medina Jr.
Ricarlo Flanagan
Ricco Fajardo
Ricco Ross
Rich Hall
Rich Sommer
Richard Bekins
Richard Belzer
Richard Biggs
Richard Brake
Richard Brooks
Richard Burgi
Richard C. Sarafian
Richard Cansino
Richard Chamberlain
Richard Dean Anderson
Richard Dreyfuss
Richard Dysart
Richard Epcar
Richard Erdman
Richard Foronjy
Richard Gant
Richard Gere
Richard Gilliland
Richard Grieco
Romany Malco
Rome Flynn
Romeo Miller
RonReaco Lee
Ron Butler
Ron Cephas Jones
Ron Dean
Ron Eldard
Ron Funches
Ron Glass
Ron Howard
Ron Leibman
Ron Livingston
Ron Masak
Ron Perlman
Ron Raines
Ron Rifkin
Ron Silver
Ron Taylor
Ron Thompson
Ron White
Ron Yuan
Ronald Bronstein
Ronald Hunter
Ronald Rand
Ronen Rubinstein
Ronnie Gene Blevins
Ronnie Ortiz-Magro
Ronnie Schell
Ronny Cox
Rory Cochrane
Rory Culkin
Rory Scovel
Roscoe Orman
Roshawn Franklin
Roshon Fegan
Ross Bagdasarian Jr.
Ross Bagley
Ross Butler
Ross Lynch
Ross Malinger
Ross Marquand
Ross Thomas
Rotimi
Sage Stallone
Sahr Ngaujah
Sandeep Parikh
Sandy Helberg
Sandy Ward
Santiago Segura
Santino Fontana
Terry Becker
Terry Bradshaw
Terry Crews
Terry Kiser
Terry McGovern
Thad Luckinbill
Tristan Lake Leabu
Tristan Wilds
Troy Baker
Troy Donahue
Troy Evans
Troy Garity
Troy Gentile
Troy Kotsur
Troy Winbush
The Undertaker
Tuc Watkins
Tucker Albrizzi
Tunde Adebimpe
Unknown Hinson
Verne Troyer
Vic Chao
Vic Gilliam
Vic Mignogna
Vic Polizos
Vondie Curtis-Hall
W. Earl Brown
W. K. Stratton
Wade McCollum
Wallace Langham
Wallace Shawn
Wendell Pierce
Wentworth Miller
Wes Bentley
Wes Brown
Wes Chatham
Wes Cunningham
Wes Jetton
Wes Ramsey
Wes Studi
Wesley Mann
Wesley Snipes
Wesley Taylor
